단축코드,한글 종목명,한글 종목약명,
00680K,미래에셋증권2우선주(신형),미래에셋증권2우B,
6800,미래에셋증권보통주,미래에셋증권,
208890,미래엔에듀파트너,미래엔에듀파트너,
49950,미래컴퍼니,미래컴퍼니,
207760,미스터블루,미스터블루,
2840,미원상사보통주,미원상사,
268280,미원스페셜티케미칼보통주,미원에스씨,
107590,미원홀딩스 보통주,미원홀딩스,
134380,미원화학보통주,미원화학,
351020,미쥬,미쥬,
3650,미창석유공업보통주,미창석유,
59090,미코,미코,
214610,미코바이오메드,미코바이오메드,
201490,미투온,미투온,
452200,민테크,민테크,
418470,밀리의서재,밀리의서재,
206640,바디텍메드,바디텍메드,
18700,바른손,바른손,
35620,바른손이앤에이,바른손이앤에이,
354390,바스칸바이오제약,바스칸바이오제약,
53030,바이넥스,바이넥스,
301300,바이브컴퍼니,바이브컴퍼니,
377740,바이오노트보통주,바이오노트,
64550,바이오니아,바이오니아,
314930,바이오다인,바이오다인,
208710,바이오로그디바이스,바이오로그디바이스,
86820,바이오솔루션,바이오솔루션,
38460,바이오스마트,바이오스마트,
251120,바이오에프디엔씨,바이오에프디엔씨,
199730,바이오인프라,바이오인프라,
266470,바이오인프라생명과학,바이오인프라생명과학,
289170,바이오텐,바이오텐,
86040,바이오톡스텍,바이오톡스텍,
199290,바이오프로테크,바이오프로테크,
99430,바이오플러스,바이오플러스,
32980,바이온,바이온,
308080,바이젠셀,바이젠셀,
43150,바텍,바텍,
323990,박셀바이오,박셀바이오,
3610,방림보통주,방림,
267790,배럴,배럴,
1340,백광산업보통주,백광산업,
46310,백금티앤에이,백금T&A,
35150,백산보통주,백산,
331520,밸로프,밸로프,
438700,버넥트,버넥트,
66410,버킷스튜디오,버킷스튜디오,
2410,범양건영보통주,범양건영,
382900,범한퓨얼셀,범한퓨얼셀,
206400,베노티앤알,베노티앤알,
19010,베뉴지,베뉴지,
177350,베셀,베셀,
424760,벨로크,벨로크,
7210,벽산보통주,벽산,
225530,보광산업,보광산업,
250000,보라티알,보라티알,
2760,보락보통주,보락,
3850,보령보통주,보령,
310210,보로노이,보로노이,
6910,보성파워텍,보성파워텍,
890,보해양조보통주,보해양조,
226340,본느,본느,
206950,볼빅,볼빅,
8470,부-스타,부스타,
3000,부광약품보통주,부광약품,
1275,부국증권1우선주,부국증권우,
1270,부국증권보통주,부국증권,
26940,부국철강 보통주,부국철강,
14470,부방,부방,
11390,부산산업보통주,부산산업,
5030,부산주공보통주,부산주공,
338220,뷰노,뷰노,
100120,뷰웍스,뷰웍스,
406820,뷰티스킨,뷰티스킨,
337930,브랜드엑스코퍼레이션,브랜드엑스코퍼레이션,
99390,브레인즈컴퍼니,브레인즈컴퍼니,
64480,브리지텍,브리지텍,
288330,브릿지바이오테라퓨틱스,브릿지바이오테라퓨틱스,
365900,브이씨,브이씨,
89970,브이엠,브이엠,
251630,브이원텍,브이원텍,
18290,브이티,브이티,
439580,블루엠텍,블루엠텍,
33560,블루콤,블루콤,
191600,블루탑,블루탑,
369370,블리츠웨이스튜디오,블리츠웨이스튜디오,
126340,비나텍,비나텍,
121800,비덴트,비덴트,
82800,비보존제약,비보존 제약,
318410,비비씨,비비씨,
2070,비비안보통주,비비안,
100220,비상교육 보통주,비상교육,
419540,비스토스,비스토스,
146320,비씨엔씨,비씨엔씨,
200780,비씨월드제약,비씨월드제약,
413640,비아이매트릭스,비아이매트릭스,
141000,비아트론,비아트론,
90460,비에이치보통주,비에이치,
83650,비에이치아이,비에이치아이,
139050,비에프랩스,BF랩스,
445360,비엔케이제1호기업인수목적,비엔케이제1호스팩,
473370,비엔케이제2호기업인수목적,비엔케이제2호스팩,
65170,비엘팜텍,비엘팜텍,
86670,비엠티,비엠티,
335890,비올,비올,
230980,비유테크놀러지,비유테크놀러지,
138580,비즈니스온커뮤니케이션,비즈니스온,
126600,비지에프에코머티리얼즈,BGF에코머티리얼즈,
82920,비츠로셀,비츠로셀,
54220,비츠로시스,비츠로시스,
42370,비츠로테크,비츠로테크,
50090,비케이홀딩스,비케이홀딩스,
148780,비큐에이아이,비큐AI,
307870,비투엔,비투엔,
357880,비트나인,비트나인,
32850,비트컴퓨터,비트컴퓨터,
238200,비피도,비피도,
93190,빅솔론,빅솔론,
65450,빅텍,빅텍,
210120,빅토리콘텐츠,빅텐츠,
44480,빌리언스,빌리언스,
5180,빙그레보통주,빙그레,
69540,빛과전자,빛과전자,
72950,빛샘전자,빛샘전자,
266170,뿌리깊은나무들,뿌리깊은나무들,
451250,삐아,삐아,
143240,사람인,사람인,
3960,사조대림보통주,사조대림,
8040,사조동아원보통주,사조동아원,
7160,사조산업보통주,사조산업,
14710,사조씨푸드보통주,사조씨푸드,
6090,사조오양보통주,사조오양,
452430,사피엔반도체,사피엔반도체,
419120,산돌,산돌,
122350,삼기,삼기,
419050,삼기이브이,삼기이브이,
14970,삼륭물산,삼륭물산,
18310,삼목에스폼,삼목에스폼,
12210,삼미금속,삼미금속,
53700,삼보모터스,삼보모터스,
9620,삼보산업,삼보산업,
23600,삼보판지,삼보판지,
1470,삼부토건보통주,삼부토건,
28050,삼성E&A보통주,삼성E&A,
448730,삼성FN리츠보통주,삼성FN리츠,
6405,삼성SDI1우선주,삼성SDI우,
6400,삼성SDI보통주,삼성SDI,
6660,삼성공조보통주,삼성공조,
425290,삼성기업인수목적6호,삼성스팩6호,
439250,삼성기업인수목적7호,삼성스팩7호,
448740,삼성기업인수목적8호,삼성스팩8호,
468510,삼성기업인수목적9호,삼성스팩9호,
02826K,삼성물산1우선주(신형),삼성물산우B,
28260,삼성물산보통주,삼성물산,
207940,삼성바이오로직스보통주,삼성바이오로직스,
32830,삼성생명보험보통주,삼성생명,
18260,삼성에스디에스보통주,삼성에스디에스,
9155,삼성전기1우선주,삼성전기우,
9150,삼성전기보통주,삼성전기,
5935,삼성전자1우선주,삼성전자우,
5930,삼성전자보통주,삼성전자,
1360,삼성제약,삼성제약,
10140,삼성중공업보통주,삼성중공업,
16360,삼성증권보통주,삼성증권,
68290,삼성출판사보통주,삼성출판사,
29780,삼성카드 보통주,삼성카드,
815,삼성화재해상보험1우선주,삼성화재우,
810,삼성화재해상보험보통주,삼성화재,
6110,삼아알미늄보통주,삼아알미늄,
9300,삼아제약,삼아제약,
145995,삼양사1우선주,삼양사우,
145990,삼양사보통주,삼양사,
3230,삼양식품보통주,삼양식품,
2170,삼양통상보통주,삼양통상,
272550,삼양패키징보통주,삼양패키징,
75,삼양홀딩스1우선주,삼양홀딩스우,
70,삼양홀딩스보통주,삼양홀딩스,
60310,삼에스코리아,3S,
2810,삼영무역보통주,삼영무역,
3720,삼영보통주,삼영,
361670,삼영에스앤씨,삼영에스앤씨,
54540,삼영엠텍,삼영엠텍,
65570,삼영이엔씨,삼영이엔씨,
5680,삼영전자공업보통주,삼영전자,
23000,삼원강재 보통주,삼원강재,
4380,삼익THK보통주,삼익THK,
2450,삼익악기보통주,삼익악기,
32280,삼일,삼일,
2290,삼일기업공사,삼일기업공사,
4440,삼일씨엔에스보통주,삼일씨엔에스,
520,삼일제약보통주,삼일제약,
9770,삼정펄프 보통주,삼정펄프,
37460,삼지전자,삼지전자,
32750,삼진,삼진,
54090,삼진엘앤디,삼진엘앤디,
5500,삼진제약보통주,삼진제약,
250,삼천당제약,삼천당제약,
4690,삼천리보통주,삼천리,
24950,삼천리자전거,삼천리자전거,
38500,삼표시멘트,삼표시멘트,
437730,삼현,삼현,
17480,삼현철강,삼현철강,
10960,삼호개발 보통주,삼호개발,
46390,삼화네트웍스,삼화네트웍스,
4450,삼화왕관보통주,삼화왕관,
9470,삼화전기보통주,삼화전기,
11230,삼화전자공업보통주,삼화전자,
1820,삼화콘덴서공업보통주,삼화콘덴서,
390,삼화페인트공업보통주,삼화페인트,
27580,상보,상보,
38540,상상인,상상인,
415580,상상인제3호기업인수목적,상상인제3호스팩,
452670,상상인제4호기업인수목적,상상인제4호스팩,
1290,상상인증권보통주,상상인증권,
41650,상신브레이크보통주,상신브레이크,
91580,상신이디피,상신이디피,
263810,상신전자,상신전자,
89980,상아프론테크,상아프론테크,
42940,상지건설,상지건설,
42600,새로닉스,새로닉스,
75180,새론오토모티브,새론오토모티브,
107600,새빗켐,새빗켐,
411080,샌즈랩,샌즈랩,
252990,샘씨엔에스,샘씨엔에스,
7540,샘표보통주,샘표,
248170,샘표식품보통주,샘표식품,
378800,샤페론,샤페론,
294630,서남,서남,
38070,서린바이오사이언스,서린바이오,
6730,서부티엔디,서부T&D,
79650,서산,서산,
100660,서암기계공업,서암기계공업,
7860,서연보통주,서연,
200880,서연이화보통주,서연이화,
19770,서연탑메탈,서연탑메탈,
17390,서울도시가스보통주,서울가스,
43710,서울리거,서울리거,
92190,서울바이오시스,서울바이오시스,
46890,서울반도체,서울반도체,
4415,서울식품공업1우선주,서울식품우,
4410,서울식품공업보통주,서울식품,
63170,서울옥션,서울옥션,
27040,서울전자통신,서울전자통신,
18680,서울제약,서울제약,
21050,서원보통주,서원,
93920,서원인텍,서원인텍,
189860,서전기전,서전기전,
178320,서진시스템,서진시스템,
122690,서진오토모티브,서진오토모티브,
140070,서플러스글로벌,서플러스글로벌,
11370,서한,서한,
65710,서호전기,서호전기,
8490,서흥보통주,서흥,
35890,서희건설,서희건설,
357550,석경에이티,석경에이티,
3100,선광,선광,
7610,선도전기보통주,선도전기,
67370,선바이오,선바이오,
2820,선앤엘보통주,SUN&L,
171090,선익시스템,선익시스템,
136490,선진보통주,선진,
86710,선진뷰티사이언스,선진뷰티사이언스,
14620,성광벤드,성광벤드,
37350,성도이엔지,성도이엔지,
14915,성문전자1우선주,성문전자우,
14910,성문전자보통주,성문전자,
3080,성보화학보통주,성보화학,
4985,성신양회1우선주,성신양회우,
4980,성신양회보통주,성신양회,
11300,성안머티리얼스보통주,성안머티리얼스,
81580,성우전자,성우전자,
45300,성우테크론,성우테크론,
15750,성우하이텍,성우하이텍,
365340,성일하이텍,성일하이텍,
180,성창기업지주보통주,성창기업지주,
80470,성창오토텍,성창오토텍,
43260,성호전자,성호전자,
148150,세경하이테크,세경하이테크,
2420,세기상사보통주,세기상사,
188260,세니젠,세니젠,
53060,세동,세동,
340440,세림비앤지,세림B&G,
17510,세명전기공업,세명전기,
4365,세방1우선주,세방우,
4360,세방보통주,세방,
4490,세방전지보통주,세방전지,
11560,세보엠이씨,세보엠이씨,
267080,세븐브로이맥주,세븐브로이맥주,
396300,세아메카닉스,세아메카닉스,
1430,세아베스틸지주보통주,세아베스틸지주,
306200,세아제강보통주,세아제강,
3030,세아제강지주보통주,세아제강지주,
19440,세아특수강보통주,세아특수강,
58650,세아홀딩스보통주,세아홀딩스,
13000,세우글로벌보통주,세우글로벌,
100700,세운메디칼,세운메디칼,
24830,세원물산,세원물산,
91090,세원이앤씨보통주,세원이앤씨,
21820,세원정공보통주,세원정공,
67830,세이브존I&C보통주,세이브존I&C,
258830,세종메디칼,세종메디칼,
36630,세종텔레콤,세종텔레콤,
39310,세중,세중,
75580,세진중공업보통주,세진중공업,
67770,세진티에스,세진티에스,
53450,세코닉스,세코닉스,
222810,세토피아,세토피아,
252500,세화피앤씨,세화피앤씨,
321370,센서뷰,센서뷰,
347000,센코,센코,
331920,셀레믹스,셀레믹스,
49180,셀루메드,셀루메드,
299660,셀리드,셀리드,
268600,셀리버리,셀리버리,
108860,셀바스에이아이,셀바스AI,
208370,셀바스헬스케어,셀바스헬스케어,
318160,셀바이오휴먼텍,셀바이오휴먼텍,
258250,셀젠텍,셀젠텍,
68270,셀트리온보통주,셀트리온,
68760,셀트리온제약,셀트리온제약,
68940,셀피글로벌,셀피글로벌,
60230,소니드,소니드,
290690,소룩스,소룩스,
950200,소마젠,소마젠,
32680,소프트센,소프트센,
32685,소프트센1우선주,소프트센우,
258790,소프트캠프,소프트캠프,
66910,손오공,손오공,
43100,솔고바이오메디칼,솔고바이오,
33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,
33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,
336370,솔루스첨단소재보통주,솔루스첨단소재,
248070,솔루엠보통주,솔루엠,
35610,솔본,솔본,
357780,솔브레인,솔브레인,
36830,솔브레인홀딩스,솔브레인홀딩스,
304100,솔트룩스,솔트룩스,
328380,솔트웨어,솔트웨어,
4430,송원산업보통주,송원산업,
86980,쇼박스,쇼박스,
50960,수산아이앤티,수산아이앤티,
126720,수산인더스트리보통주,수산인더스트리,
17550,수산중공업보통주,수산중공업,
84180,수성웹툰,수성웹툰,
253840,수젠텍,수젠텍,
67160,숲,SOOP,
298830,슈어소프트테크,슈어소프트테크,
236200,슈프리마,슈프리마,
94840,슈프리마에이치큐,슈프리마에이치큐,
192440,슈피겐코리아,슈피겐코리아,
424960,스마트레이더시스템,스마트레이더시스템,
136510,스마트솔루션즈,스마트솔루션즈,
99440,스맥,스맥,
33790,스카이문스테크놀로지,스카이문스테크놀로지,
276040,스코넥엔터테인먼트,스코넥,
159910,스킨앤스킨,스킨앤스킨,
204210,스타에스엠자기관리부동산투자회사보통주,스타에스엠리츠,
115570,스타플렉스,스타플렉스,
330730,스톤브릿지벤처스,스톤브릿지벤처스,
352090,스톰테크,스톰테크,
204630,스튜디오 산타클로스 엔터테인먼트,스튜디오산타클로스,
253450,스튜디오드래곤 주식회사,스튜디오드래곤,
408900,스튜디오미르,스튜디오미르,
415380,스튜디오삼익,스튜디오삼익,
26890,스틱인베스트먼트보통주,스틱인베스트먼트,
13810,스페코,스페코,
203690,스피어파워,스피어파워,
49830,승일,승일,
20710,시공테크,시공테크,
33170,시그네틱스,시그네틱스,
48870,시너지이노베이션,시너지이노베이션,
25320,시노펙스,시노펙스,
134790,시디즈보통주,시디즈,
269620,시스웍,시스웍,
480,시알홀딩스보통주,CR홀딩스,
429270,시지트로닉스,시지트로닉스,
418250,시큐레터,시큐레터,
131090,시큐브,시큐브,
232830,시큐센,시큐센,
16590,신대양제지보통주,신대양제지,
290520,신도기연,신도기연,
29530,신도리코보통주,신도리코,
4970,신라교역보통주,신라교역,
1000,신라섬유,신라섬유,
25870,신라에스지,신라에스지,
215600,신라젠,신라젠,
65350,신성델타테크,신성델타테크,
416180,신성에스티,신성에스티,
11930,신성이엔지보통주,신성이엔지,
5390,신성통상보통주,신성통상,
34300,신세계건설,신세계건설,
4170,신세계보통주,신세계,
35510,신세계아이앤씨 보통주,신세계 I&C,
31430,신세계인터내셔날보통주,신세계인터내셔날,
31440,신세계푸드보통주,신세계푸드,
6880,신송홀딩스보통주,신송홀딩스,
162300,신스틸,신스틸,
290560,신시웨이,신시웨이,
2800,신신제약,신신제약,
5800,신영와코루보통주,신영와코루,
1720,신영증권보통주,신영증권,
472220,신영해피투모로우제10호기업인수목적,신영스팩10호,
430220,신영해피투모로우제8호기업인수목적,신영스팩8호,
445970,신영해피투모로우제9호기업인수목적,신영스팩9호,
9270,신원보통주,신원,
17000,신원종합개발,신원종합개발,
2700,신일전자보통주,신일전자,
12790,신일제약,신일제약,
138070,신진에스엠,신진에스엠,
226330,신테카바이오,신테카바이오,
2870,신풍보통주,신풍,
19175,신풍제약1우선주,신풍제약우,
19170,신풍제약보통주,신풍제약,
481850,신한글로벌액티브리츠보통주,신한글로벌액티브리츠,
55550,신한금융지주회사보통주,신한지주,
404990,신한서부티엔디리츠보통주,신한서부티엔디리츠,
293940,신한알파리츠보통주,신한알파리츠,
418210,신한제10호기업인수목적,신한제10호스팩,
452980,신한제11호기업인수목적,신한제11호스팩,
474660,신한제12호기업인수목적,신한제12호스팩,
474930,신한제13호기업인수목적,신한제13호스팩,
56700,신화인터텍,신화인터텍,
187270,신화콘텍,신화콘텍,
4080,신흥보통주,신흥,
243840,신흥에스이씨,신흥에스이씨,
257720,실리콘투,실리콘투,
222800,심텍,심텍,
36710,심텍홀딩스,심텍홀딩스,
160980,싸이맥스,싸이맥스,
356890,싸이버원,싸이버원,
217330,싸이토젠,싸이토젠,
102280,쌍방울,쌍방울,
3410,쌍용C&E보통주,쌍용C&E,
10280,쌍용정보통신,쌍용정보통신,
4770,써니전자보통주,써니전자,
217320,썬테크,썬테크,
208640,썸에이지,썸에이지,
222420,쎄노텍,쎄노텍,
37760,쎄니트,쎄니트,
99320,쎄트렉아이,쎄트렉아이,
49960,쎌바이오텍,쎌바이오텍,
88280,쏘닉스,쏘닉스,
403550,쏘카보통주,쏘카,
50890,쏠리드,쏠리드,
13720,씨비아이,CBI,
109670,씨싸이트,씨싸이트,
66790,씨씨에스충북방송,씨씨에스,
222080,씨아이에스,씨아이에스,
4920,씨아이테크보통주,씨아이테크,
236030,씨알푸드,씨알푸드,
103660,씨앗,씨앗,
352480,씨앤씨인터내셔널,씨앤씨인터내셔널,
245450,씨앤에스링크,씨앤에스링크,
23460,씨앤에이치,CNH,
264660,씨앤지하이테크,씨앤지하이테크,
352700,씨앤투스,씨앤투스,
56730,씨앤티85,CNT85,
458870,씨어스테크놀로지,씨어스테크놀로지,
65770,씨에스,CS,
297090,씨에스베어링,씨에스베어링,
83660,씨에스에이코스믹,CSA 코스믹,
112610,씨에스윈드보통주,씨에스윈드,
900120,씨엑스아이헬스케어테크놀리지그룹리미티드,씨엑스아이,
359090,씨엔알리서치,씨엔알리서치,
286000,씨엔티드림,씨엔티드림,
115530,씨엔플러스,씨엔플러스,
115480,씨유메디칼시스템,씨유메디칼,
340810,씨유박스,씨유박스,
376290,씨유테크,씨유테크,
189330,씨이랩,씨이랩,
120,씨제이대한통운보통주,CJ대한통운,
311690,씨제이바이오사이언스,CJ 바이오사이언스,
79160,씨제이씨지브이 보통주,CJ CGV,
35760,씨제이이엔엠,CJ ENM,
97955,씨제이제일제당 주식회사 1우선주,CJ제일제당 우,
97950,씨제이제일제당 주식회사 보통주,CJ제일제당,
51500,씨제이프레시웨이,CJ프레시웨이,
96530,씨젠,씨젠,
83790,씨지인바이츠,CG인바이츠,
101240,씨큐브,씨큐브,
60590,씨티씨바이오,씨티씨바이오,
308170,씨티알모빌리티보통주,씨티알모빌리티,
260930,씨티케이,씨티케이,
52300,씨티프라퍼티,씨티프라퍼티,
413630,씨피시스템,씨피시스템,
13990,아가방앤컴퍼니,아가방컴퍼니,
123860,아나패스,아나패스,
25980,아난티,아난티,
8700,아남전자보통주,아남전자,
125210,아모그린텍,아모그린텍,
2795,아모레G1우선주,아모레G우,
00279K,아모레G3우선주(전환),아모레G3우(전환),
2790,아모레G보통주,아모레G,
90435,아모레퍼시픽 1우선주,아모레퍼시픽우,
90430,아모레퍼시픽 보통주,아모레퍼시픽,
52710,아모텍,아모텍,
74430,아미노로직스,아미노로직스,
92040,아미코젠,아미코젠,
83930,아바코,아바코,
149950,아바텍,아바텍,
36010,아비코전자,아비코전자,
2030,아세아보통주,아세아,
183190,아세아시멘트보통주,아세아시멘트,
2310,아세아제지보통주,아세아제지,
50860,아세아텍,아세아텍,
12170,아센디오보통주,아센디오,
136410,아셈스,아셈스,
246720,아스타,아스타,
67390,아스트,아스트,
159010,아스플로,아스플로,
127710,아시아경제,아시아경제,
267850,아시아나IDT보통주,아시아나IDT,
20560,아시아나항공 보통주,아시아나항공,
227610,아우딘퓨쳐스,아우딘퓨쳐스,
143160,아이디스,아이디스,
54800,아이디스홀딩스,아이디스홀딩스,
332370,아이디피,아이디피,
122900,아이마켓코리아보통주,아이마켓코리아,
339950,아이비김영,아이비김영,
439730,아이비케이에스제20호기업인수목적,IBKS제20호스팩,
442770,아이비케이에스제21호기업인수목적,IBKS제21호스팩,
448760,아이비케이에스제22호기업인수목적,IBKS제22호스팩,
467930,아이비케이에스제23호기업인수목적,IBKS제23호스팩,
469480,아이비케이에스제24호기업인수목적,IBKS제24호스팩,
99190,아이센스,아이센스,
289010,아이스크림에듀,아이스크림에듀,
214430,아이쓰리시스템,아이쓰리시스템,
40910,아이씨디,아이씨디,
368600,아이씨에이치,아이씨에이치,
456010,아이씨티케이,아이씨티케이,
52860,아이앤씨테크놀로지,아이앤씨,
10780,아이에스동서보통주,아이에스동서,
95340,아이에스시,ISC,
69920,아이에스이커머스,아이에스이커머스,
38880,아이에이,아이에이,
307180,아이엘사이언스,아이엘사이언스,
101390,아이엠,아이엠,
461030,아이엠비디엑스,아이엠비디엑스,
52220,아이엠비씨,iMBC,
456570,아이엠지티,아이엠지티,
451220,아이엠티,아이엠티,
447690,아이오바이오,아이오바이오,
78860,아이오케이컴퍼니,아이오케이,
90150,아이윈,아이윈,
123010,아이윈플러스,아이윈플러스,
31310,아이즈비전,아이즈비전,
185490,아이진,아이진,
59100,아이컴포넌트,아이컴포넌트,
149010,아이케이세미콘,아이케이세미콘,
262840,아이퀘스트,아이퀘스트,
175250,아이큐어,아이큐어,
52460,아이크래프트,아이크래프트,
119830,아이텍,아이텍,
52770,아이톡시,아이톡시,
124500,아이티센,아이티센,
372800,아이티아이즈,아이티아이즈,
99520,아이티엑스에이아이,ITX-AI,
84850,아이티엠반도체,아이티엠반도체,
114840,아이패밀리에스씨,아이패밀리에스씨,
139990,아주스틸보통주,아주스틸,
27360,아주아이비투자,아주IB투자,
32080,아즈텍더블유비이,아즈텍WB,
13310,아진산업,아진산업,
59120,아진엑스텍,아진엑스텍,
158430,아톤,아톤,
321820,아티스트유나이티드,아티스트유나이티드,
149300,아퓨어스,아퓨어스,
102950,아하,아하,
1540,안국약품,안국약품,
53800,안랩,안랩,
251280,안지오랩,안지오랩,
65660,안트로젠,안트로젠,
297570,알로이스,알로이스,
1780,알루코 보통주,알루코,
260660,알리코제약,알리코제약,
354320,알멕,알멕,
361570,알비더블유,알비더블유,
131370,알서포트,알서포트,
140670,알에스오토메이션,알에스오토메이션,
327260,알에프머트리얼즈,RF머트리얼즈,
96610,알에프세미,알에프세미,
218410,알에프에이치아이씨,RFHIC,
61040,알에프텍,알에프텍,
148250,알엔투테크놀로지,알엔투테크놀로지,
347860,알체라,알체라,
196170,알테오젠,알테오젠,
123750,알톤,알톤,
85810,알티캐스트,알티캐스트,
117670,알파홀딩스,알파홀딩스,
314140,알피바이오,알피바이오,
291650,압타머사이언스,압타머사이언스,
293780,압타바이오,압타바이오,
18250,애경산업보통주,애경산업,
161000,애경케미칼보통주,애경케미칼,
390110,애니메디솔루션,애니메디솔루션,
196300,애니젠,애니젠,
310200,애니플러스,애니플러스,
299910,애닉,애닉,
179530,애드바이오텍,애드바이오텍,
900100,애머릿지코퍼레이션,애머릿지,
205500,액션스퀘어,액션스퀘어,
52790,액토즈소프트,액토즈소프트,
290740,액트로,액트로,
238090,앤디포스,앤디포스,
92600,앤씨앤,앤씨앤,
129890,앱코,앱코,
174900,앱클론 주식회사,앱클론,
255440,야스,야스,
30960,양지사,양지사,
102120,어보브반도체,어보브반도체,
263540,어스앤에어로스페이스,어스앤에어로스페이스,
238120,얼라인드제네틱스,얼라인드,
224810,엄지하우스,엄지하우스,
19990,에너토크,에너토크,
11090,에넥스보통주,에넥스,
270660,에브리봇 주식회사,에브리봇,
38680,에스넷시스템,에스넷,
137310,에스디바이오센서보통주,에스디바이오센서,
217480,에스디생명공학,에스디생명공학,
121890,에스디시스템,에스디시스템,
99220,에스디엔,SDN,
118000,에스메디보통주,에스메디,
304360,에스바이오메딕스,에스바이오메딕스,
289080,에스브이인베스트먼트,SV인베스트먼트,
389500,에스비비테크,에스비비테크,
19550,에스비아이인베스트먼트,SBI인베스트먼트,
34120,에스비에스보통주,SBS,
42110,에스씨디,에스씨디,
36120,에스씨아이평가정보,SCI평가정보,
246960,에스씨엘사이언스,SCL사이언스,
298060,에스씨엠생명과학,에스씨엠생명과학,
65420,에스아이리소스,에스아이리소스,
270210,에스알바이오텍,에스알바이오텍,
103230,에스앤더블류,에스앤더블류,
260970,에스앤디,에스앤디,
101490,에스앤에스텍,에스앤에스텍,
95910,에스에너지,에스에너지,
275630,에스에스알,에스에스알,
419530,에스에이엠지엔터테인먼트,SAMG엔터,
31330,에스에이엠티,에스에이엠티,
60540,에스에이티,에스에이티,
351320,에스에이티,에스에이티이엔지,
56190,에스에프에이,에스에프에이,
36540,에스에프에이반도체,SFA반도체,
80000,에스엔유프리시젼,에스엔유,
91340,에스엔케이폴리텍,S&K폴리텍,
5850,에스엘보통주,에스엘,
214310,에스엘에너지,에스엘에너지,
246250,에스엘에스바이오,에스엘에스바이오,
258540,에스엘테라퓨틱스,에스엘테라퓨틱스,
63440,에스엠라이프디자인그룹,SM Life Design,
10580,에스엠벡셀보통주,에스엠벡셀,
299670,에스엠비나,에스엠비나,
41510,에스엠엔터테인먼트,에스엠,
48550,에스엠컬처앤콘텐츠,SM C&C,
7820,에스엠코어,에스엠코어,
464080,에스오에스랩,에스오에스랩,
109610,에스와이,에스와이,
365330,에스와이스틸텍,에스와이스틸텍,
12750,에스원보통주,에스원,
31860,에스유홀딩스,에스유홀딩스,
306040,에스제이그룹,에스제이그룹,
33530,에스제이지세종보통주,에스제이지세종,
217910,에스제이켐,에스제이켐,
4060,에스지세계물산보통주,SG세계물산,
16250,에스지씨이앤씨,SGC E&C,
49470,에스지에이,SGA,
184230,에스지에이 솔루션즈,SGA솔루션즈,
40610,에스지엔지,SG&G,
255220,에스지이,SG,
6125,에스케이디스커버리1우선주,SK디스커버리우,
6120,에스케이디스커버리보통주,SK디스커버리,
302440,에스케이바이오사이언스보통주,SK바이오사이언스,
326030,에스케이바이오팜보통주,SK바이오팜,
475150,에스케이이터닉스보통주,SK이터닉스,
457940,에스케이증권제10호기업인수목적,에스케이증권제10호스팩,
472230,에스케이증권제11호기업인수목적,에스케이증권제11호스팩,
473000,에스케이증권제12호기업인수목적,에스케이증권제12호스팩,
435870,에스케이증권제8호기업인수목적,에스케이증권제8호스팩,
455910,에스케이증권제9호기업인수목적,에스케이증권제9호스팩,
660,에스케이하이닉스보통주,SK하이닉스,
96630,에스코넥,에스코넥,
69510,에스텍,에스텍,
234300,에스트래픽,에스트래픽,
39440,에스티아이,에스티아이,
98660,에스티오,에스티오,
52020,에스티큐브,에스티큐브,
237690,에스티팜,에스티팜,
50760,에스폴리텍,에스폴리텍,
288620,에스퓨얼셀,에스퓨얼셀,
443670,에스피소프트,에스피소프트,
317830,에스피시스템스,에스피시스템스,
58610,에스피지,에스피지,
43340,에쎈테크,에쎈테크,
23960,에쓰씨엔지니어링보통주,에쓰씨엔지니어링,
298690,에어부산보통주,에어부산,
187660,에이디엠코리아,에이디엠코리아,
54630,에이디칩스,에이디칩스,
200710,에이디테크놀로지,에이디테크놀로지,
96690,에이루트,에이루트,
78520,에이블씨엔씨보통주,에이블씨엔씨,
298380,에이비엘바이오,에이비엘바이오,
203400,에이비온,에이비온,
195990,에이비프로바이오,에이비프로바이오,
3800,에이스침대,에이스침대,
88800,에이스테크놀로지,에이스테크,
241840,에이스토리,에이스토리,
311960,에이아이더뉴트리진,에이아이더뉴트리진,
453860,에이에스텍,에이에스텍,
312610,에이에프더블류,에이에프더블류,
15260,에이엔피보통주,에이엔피,
172670,에이엘티,에이엘티,
234070,에이원알폼,에이원알폼,
140910,에이자기관리부동산투자회사보통주,에이리츠,
445090,에이직랜드,에이직랜드,
39570,에이치디씨랩스보통주,HDC랩스,
89470,에이치디씨현대이피보통주,HDC현대EP,
9540,에이치디한국조선해양보통주,HD한국조선해양,
267270,에이치디현대건설기계보통주,HD현대건설기계,
443060,에이치디현대마린솔루션보통주,HD현대마린솔루션,
10620,에이치디현대미포보통주,HD현대미포,
267250,에이치디현대보통주,HD현대,
322000,에이치디현대에너지솔루션보통주,HD현대에너지솔루션,
42670,에이치디현대인프라코어보통주,HD현대인프라코어,
267260,에이치디현대일렉트릭보통주,HD현대일렉트릭,
329180,에이치디현대중공업보통주,HD현대중공업,
295310,에이치브이엠,에이치브이엠,
297890,에이치비솔루션,HB솔루션,
